word,count
people,15
labour,7
knowledge,9
religion,9
nation,7
men,5
christ,6
state,5
instruction,5
rude,5
rich,7
word,6
virginia,14
ease,6
proceeding,5
proceedings,14
works,10
riches,5
plantation,12
martyr,7
ireland,5
heathen,5
misery,10
worship,6
peaceable,7
lame,5
labourers,5
troubles,6
sending,9
nature,5
