A06766.txt: 0
B12923.txt: 0
B12923.txt: 0
A10306.txt: 0
A10306.txt: 0
A06766.txt: 0
A16598.txt: -0.928273618221283
A16598.txt: -0.928273618221283
A09491.txt: -1.4834861755371094
A09491.txt: -1.4834861755371094
A13345.txt: -1.962023377418518
A13345.txt: -1.962023377418518
A22595.txt: 0
A22595.txt: 0
B01212.txt: -1.4253016710281372
B01212.txt: -1.4253016710281372
A13733.txt: 0
A09441.txt: -2.5998992919921875
A09441.txt: -2.5998992919921875
A13733.txt: 0
A11512.txt: -2.109290599822998
A22203.txt: 0
A11512.txt: -2.109290599822998
A10036.txt: -1.2763118743896484
A10036.txt: -1.2763118743896484
A22203.txt: 0
A02131.txt: -2.5119788646698
A02131.txt: -2.5119788646698
B15216.txt: -1.0982693433761597
B00588.txt: 0
B00588.txt: 0
B15216.txt: -1.0982693433761597
A73189.txt: 0
A08608.txt: 0
A73189.txt: 0
A08608.txt: 0
A16707.txt: 0
A16707.txt: 0
A72506.txt: 0
B16048.txt: -2.607919216156006
A72506.txt: 0
B16048.txt: -2.607919216156006
A68930.txt: -0.8341799974441528
A68930.txt: -0.8341799974441528
A08087.txt: 0
A08087.txt: 0
B11957.txt: -1.7378690242767334
B15207.txt: -1.9859516620635986
B11957.txt: -1.7378690242767334
B15207.txt: -1.9859516620635986
A20964.txt: -1.1952314376831055
A14794.txt: -1.9861090183258057
A22156.txt: 0
A22156.txt: 0
A20964.txt: -1.1952314376831055
A12995.txt: -0.7789171934127808
A12995.txt: -0.7789171934127808
A14794.txt: -1.9861090183258057
A08826.txt: -1.4103431701660156
A08826.txt: -1.4103431701660156
A17916.txt: 0
A10081.txt: -0.4638437032699585
A17916.txt: 0
A10081.txt: -0.4638437032699585
A21439.txt: 0
A10292.txt: 0
A10292.txt: 0
A21439.txt: 0
A01202.txt: -1.5036115646362305
B07946.txt: 0
A01202.txt: -1.5036115646362305
A20505.txt: -2.3246278762817383
B07946.txt: 0
A05221.txt: 0
A16568.txt: -1.298103928565979
A20505.txt: -2.3246278762817383
A14802.txt: -1.8423352241516113
B15582.txt: -2.6391613483428955
B08106.txt: 0
B15582.txt: -2.6391613483428955
A05221.txt: 0
A16568.txt: -1.298103928565979
A14802.txt: -1.8423352241516113
A12970.txt: 0
B08106.txt: 0
A07370.txt: 0
A12970.txt: 0
B12950.txt: -1.8482197523117065
A04801.txt: 0
A02664.txt: 0
A00166.txt: 0
A02664.txt: 0
A07370.txt: 0
B12950.txt: -1.8482197523117065
A05689.txt: -0.7291467785835266
A04801.txt: 0
A05689.txt: -0.7291467785835266
A00166.txt: 0
A11038.txt: 0
B00422.txt: 0
A14114.txt: -2.4131274223327637
A11038.txt: 0
A22437.txt: 0
A14114.txt: -2.4131274223327637
A22437.txt: 0
B00422.txt: 0
A14026.txt: 0
A01292.txt: -2.1578166484832764
A14026.txt: 0
A22280.txt: 0
A01292.txt: -2.1578166484832764
A10473.txt: -2.4015352725982666
A11250.txt: 0
A03897.txt: -2.49014949798584
A20683.txt: 0
A11250.txt: 0
A03897.txt: -2.49014949798584
A10473.txt: -2.4015352725982666
A00183.txt: 0
A22280.txt: 0
A10050.txt: -1.8234617710113525
A10050.txt: -1.8234617710113525
A00536.txt: 0
A20683.txt: 0
A22250.txt: 0
A00183.txt: 0
A00536.txt: 0
A22250.txt: 0
A08784.txt: 0
A18500.txt: 0
A08784.txt: 0
A16552.txt: -2.8316731452941895
A18500.txt: 0
A16552.txt: -2.8316731452941895
A21995.txt: 0
A21995.txt: 0
A14040.txt: 0
A14040.txt: 0
B14948.txt: 0
A04889.txt: -1.404808759689331
A05189.txt: 0
B14948.txt: 0
A03344.txt: -0.3035050928592682
A03344.txt: -0.3035050928592682
A05189.txt: 0
A04889.txt: -1.404808759689331
A69235.txt: -1.453959345817566
A69235.txt: -1.453959345817566
A20759.txt: -1.7775094509124756
A20759.txt: -1.7775094509124756
A08572.txt: 0
A08572.txt: 0
A19807.txt: -2.938110828399658
A22262.txt: 0
A22262.txt: 0
A20954.txt: 0
A10507.txt: 0
A19807.txt: -2.938110828399658
A20954.txt: 0
A10507.txt: 0
A20949.txt: 0
A20949.txt: 0
A21882.txt: 0
A12223.txt: 0
A02893.txt: 0
A35228.txt: -1.2197291851043701
A02893.txt: 0
A21882.txt: 0
A12223.txt: 0
A35228.txt: -1.2197291851043701
A72233.txt: -1.3622996807098389
A72233.txt: -1.3622996807098389
A16443.txt: 0
A16443.txt: 0
A09147.txt: 0
A10739.txt: -2.068976640701294
A15731.txt: -0.7012593746185303
A10739.txt: -2.068976640701294
A15731.txt: -0.7012593746185303
A09147.txt: 0
A20775.txt: -1.6668771505355835
A21332.txt: 0
A21332.txt: 0
A20775.txt: -1.6668771505355835
A73755.txt: -2.307541608810425
A73755.txt: -2.307541608810425
A08158.txt: 0
B11293.txt: 0
B11293.txt: 0
A08158.txt: 0
B12853.txt: 0
A16900.txt: -1.9384938478469849
B12853.txt: 0
A16898.txt: 0
A16900.txt: -1.9384938478469849
A16898.txt: 0
A72029.txt: 0
A72029.txt: 0
A68832.txt: -1.1082137823104858
A21876.txt: -2.949829339981079
A68832.txt: -1.1082137823104858
A21876.txt: -2.949829339981079
A21954.txt: 0
A21954.txt: 0
B00721.txt: -0.5059170722961426
B00721.txt: -0.5059170722961426
A04110.txt: -1.9821112155914307
A04110.txt: -1.9821112155914307
A01374.txt: -0.7287289500236511
A12091.txt: 0
A02191.txt: -1.9841084480285645
A68637.txt: 0
A12091.txt: 0
A68637.txt: 0
A02191.txt: -1.9841084480285645
A01374.txt: -0.7287289500236511
A21931.txt: 0
B12670.txt: 0
A21931.txt: 0
B12670.txt: 0
B14621.txt: 0
A14975.txt: -3.0026941299438477
B14621.txt: 0
A14975.txt: -3.0026941299438477
A21246.txt: 0
A16678.txt: -2.74231219291687
A21246.txt: 0
A16678.txt: -2.74231219291687
A20115.txt: 0
A20115.txt: 0
B13694.txt: 0
B13694.txt: 0
B15358.txt: 0
B15358.txt: 0
A15508.txt: 0
B14568.txt: 0
B14568.txt: 0
A15508.txt: 0
A04784.txt: 0
A04784.txt: 0
B13489.txt: -0.9237645268440247
B13489.txt: -0.9237645268440247
A08070.txt: -2.2854933738708496
A08070.txt: -2.2854933738708496
A15315.txt: -2.2365305423736572
A15315.txt: -2.2365305423736572
A73106.txt: 0
A73106.txt: 0
A22146.txt: 0
A68624.txt: -1.9359158277511597
A22146.txt: 0
A68624.txt: -1.9359158277511597
A15800.txt: -2.2787044048309326
A15800.txt: -2.2787044048309326
A17315.txt: 0
A09051.txt: 0
A17315.txt: 0
B12908.txt: 0
A09051.txt: 0
B12908.txt: 0
A20540.txt: -0.7810693383216858
A20540.txt: -0.7810693383216858
A18961.txt: 0
A16492.txt: -1.0373575687408447
A16492.txt: -1.0373575687408447
B14576.txt: 0
B14576.txt: 0
A18961.txt: 0
A01189.txt: 0
A01189.txt: 0
A18243.txt: -1.5523401498794556
A18243.txt: -1.5523401498794556
A01291.txt: -2.123347520828247
B14944.txt: 0
A22429.txt: 0
A01291.txt: -2.123347520828247
A21890.txt: 0
A22429.txt: 0
B14944.txt: 0
A21890.txt: 0
A08276.txt: -1.396475076675415
A08276.txt: -1.396475076675415
B11431.txt: -1.3993171453475952
B11431.txt: -1.3993171453475952
B16435.txt: 0
A19036.txt: -2.2311789989471436
A19036.txt: -2.2311789989471436
A22748.txt: 0
B16435.txt: 0
A02982.txt: -2.2050533294677734
A22748.txt: 0
A00515.txt: 0
A02982.txt: -2.2050533294677734
A00515.txt: 0
A19264.txt: 0
A19264.txt: 0
A10268.txt: 0
B07664.txt: 0
A10268.txt: 0
B07664.txt: 0
B00247.txt: 0
A03221.txt: 0
B12232.txt: -1.632116675376892
A03221.txt: 0
B12232.txt: -1.632116675376892
A04127.txt: 0
A08129.txt: 0
A68588.txt: -3.132887601852417
B12780.txt: 0
A04127.txt: 0
B00247.txt: 0
A08129.txt: 0
A68588.txt: -3.132887601852417
B12780.txt: 0
A01675.txt: 0
A01656.txt: 0
A01675.txt: 0
A01656.txt: 0
B15851.txt: 0
A03653.txt: 0
B15851.txt: 0
A03653.txt: 0
A15385.txt: -0.8454132080078125
A22582.txt: 0
A15385.txt: -0.8454132080078125
A10588.txt: 0
A00502.txt: -0.5356133580207825
A22582.txt: 0
B08175.txt: 0
